Invoice ID,Branch,City,Customer type,Product line,Quantity,Tax 5%,Total,Date
531-56-4728,A,Yangon,Normal,Home and lifestyle,3,12.012,252.252,2/11/19
744-82-9138,C,Naypyitaw,Normal,Fashion accessories,2,8.613,180.873,2/7/19
883-69-1285,B,Mandalay,Member,Fashion accessories,2,4.992,104.832,3/6/19
221-25-5073,A,Yangon,Normal,Food and beverages,4,14.932,313.572,3/4/19
518-71-6847,B,Mandalay,Member,Food and beverages,6,7.98,167.58,2/26/19
156-20-0370,B,Mandalay,Normal,Electronic accessories,1,1.2725,26.7225,3/10/19
151-33-7434,B,Mandalay,Normal,Food and beverages,1,3.3885,71.1585,2/4/19
728-47-9078,C,Naypyitaw,Member,Food and beverages,4,11.918,250.278,1/19/19
809-46-1866,A,Yangon,Normal,Health and beauty,4,11.63,244.23,1/23/19
139-32-4183,A,Yangon,Member,Sports and travel,9,43.866,921.186,3/14/19
148-41-7930,C,Naypyitaw,Normal,Health and beauty,7,34.986,734.706,1/23/19
189-40-5216,C,Naypyitaw,Normal,Electronic accessories,7,33.7295,708.3195,1/9/19
374-38-5555,B,Mandalay,Normal,Fashion accessories,5,15.9275,334.4775,2/7/19
764-44-8999,B,Mandalay,Normal,Health and beauty,2,1.476,30.996,2/18/19
552-44-5977,B,Mandalay,Member,Health and beauty,8,24.8,520.8,1/3/19
267-62-7380,C,Naypyitaw,Member,Electronic accessories,10,41.17,864.57,3/29/19
430-53-4718,B,Mandalay,Member,Health and beauty,8,30.148,633.108,1/28/19
886-18-2897,A,Yangon,Normal,Food and beverages,5,14.14,296.94,3/22/19
602-16-6955,B,Mandalay,Normal,Sports and travel,10,38.3,804.3,1/24/19
745-74-0715,A,Yangon,Normal,Electronic accessories,2,5.803,121.863,3/10/19
690-01-6631,B,Mandalay,Normal,Fashion accessories,10,8.745,183.645,2/22/19
652-49-6720,C,Naypyitaw,Member,Electronic accessories,1,3.0475,63.9975,2/18/19
233-67-5758,C,Naypyitaw,Normal,Health and beauty,1,2.0175,42.3675,1/29/19
303-96-2227,B,Mandalay,Normal,Home and lifestyle,10,48.69,1022.49,3/2/19
727-02-1313,A,Yangon,Member,Food and beverages,1,1.592,33.432,2/9/19
347-56-2442,A,Yangon,Normal,Home and lifestyle,1,3.291,69.111,2/22/19
849-09-3807,A,Yangon,Member,Fashion accessories,7,30.919,649.299,2/18/19
